timestamp,open,high,low,close,volume,datetime
1704117600000,42715.54,42715.55,42594.94,42646.99,191.85635,2024-01-01 14:00:00
1704118500000,42646.99,42662.31,42580.0,42621.09,171.67383,2024-01-01 14:15:00
1704119400000,42621.1,42661.89,42596.91,42646.56,139.91173,2024-01-01 14:30:00
1704120300000,42646.56,42657.92,42586.5,42612.24,207.56961,2024-01-01 14:45:00
1704121200000,42612.24,42650.0,42586.51,42649.99,155.56234,2024-01-01 15:00:00
1704122100000,42650.0,42733.28,42635.79,42683.2,134.6973,2024-01-01 15:15:00
1704123000000,42683.21,42847.07,42601.1,42845.96,323.32251,2024-01-01 15:30:00
1704123900000,42845.95,42846.76,42741.2,42783.05,329.11948,2024-01-01 15:45:00
1704124800000,42783.05,42847.3,42761.68,42839.74,292.26266,2024-01-01 16:00:00
1704125700000,42839.74,42856.0,42664.42,42723.04,315.66972,2024-01-01 16:15:00
1704126600000,42723.03,42782.6,42703.39,42775.59,174.37847,2024-01-01 16:30:00
1704127500000,42775.6,42779.2,42711.56,42725.15,136.39971,2024-01-01 16:45:00
1704128400000,42725.15,42781.09,42723.47,42777.53,206.73262,2024-01-01 17:00:00
1704129300000,42777.53,42778.39,42718.72,42731.11,167.99824,2024-01-01 17:15:00
1704130200000,42731.12,42742.44,42704.42,42731.04,132.05331,2024-01-01 17:30:00
1704131100000,42731.04,42824.9,42731.03,42812.7,170.55261,2024-01-01 17:45:00
1704132000000,42812.71,43128.0,42812.7,43104.16,880.3512,2024-01-01 18:00:00
1704132900000,43104.15,43208.86,43034.0,43063.05,570.82722,2024-01-01 18:15:00
1704133800000,43063.06,43161.1,43018.86,43152.11,359.86481,2024-01-01 18:30:00
1704134700000,43152.12,43178.65,43073.93,43111.1,332.26574,2024-01-01 18:45:00
1704135600000,43111.1,43189.22,43103.64,43179.7,226.44322,2024-01-01 19:00:00
1704136500000,43179.69,43316.88,43146.88,43262.01,474.70725,2024-01-01 19:15:00
1704137400000,43262.01,43409.3,43234.16,43395.09,551.50544,2024-01-01 19:30:00
1704138300000,43395.08,43550.0,43395.08,43517.99,694.95942,2024-01-01 19:45:00
1704139200000,43517.98,43757.13,43510.71,43643.98,1171.92702,2024-01-01 20:00:00
1704140100000,43643.99,43717.76,43559.94,43699.56,588.84217,2024-01-01 20:15:00
1704141000000,43699.56,43800.0,43636.39,43800.0,530.61168,2024-01-01 20:30:00
1704141900000,43799.99,43829.99,43648.04,43687.86,613.69208,2024-01-01 20:45:00
1704142800000,43687.85,43770.72,43687.85,43724.56,438.07214,2024-01-01 21:00:00
1704143700000,43724.56,43792.59,43632.0,43656.15,362.88262,2024-01-01 21:15:00
1704144600000,43656.14,43656.15,43480.76,43483.76,467.40274,2024-01-01 21:30:00
1704145500000,43483.77,43622.18,43483.76,43619.21,273.23376,2024-01-01 21:45:00
1704146400000,43619.22,43661.1,43515.58,43518.99,281.61532,2024-01-01 22:00:00
1704147300000,43519.0,43539.86,43361.6,43471.1,420.98564,2024-01-01 22:15:00
1704148200000,43471.11,43531.49,43439.17,43447.06,160.70295,2024-01-01 22:30:00
1704149100000,43447.06,43529.94,43447.05,43529.93,161.05981,2024-01-01 22:45:00
1704150000000,43529.94,43705.88,43529.93,43673.87,628.20007,2024-01-01 23:00:00
1704150900000,43673.86,44000.0,43630.0,43989.99,1134.26215,2024-01-01 23:15:00
1704151800000,43989.99,44100.03,43929.75,44084.87,933.08395,2024-01-01 23:30:00
1704152700000,44084.86,44184.1,44045.0,44179.55,780.42434,2024-01-01 23:45:00
1704153600000,44179.55,44650.0,44148.34,44630.09,2154.59235,2024-01-02 00:00:00
1704154500000,44630.1,44844.0,44450.0,44609.79,1997.62342,2024-01-02 00:15:00
1704155400000,44609.78,44768.29,44553.92,44732.01,1002.64655,2024-01-02 00:30:00
1704156300000,44732.01,45200.0,44677.43,45056.0,1831.39735,2024-01-02 00:45:00
1704157200000,45056.0,45372.79,44841.22,44841.22,2164.10983,2024-01-02 01:00:00
1704158100000,44841.22,45060.0,44832.01,44930.24,914.79727,2024-01-02 01:15:00
1704159000000,44930.24,45010.0,44799.55,44806.64,652.02581,2024-01-02 01:30:00
1704159900000,44806.64,44908.04,44686.0,44855.96,666.93085,2024-01-02 01:45:00
1704160800000,44855.96,44994.1,44855.95,44980.37,563.72114,2024-01-02 02:00:00
1704161700000,44980.38,45100.0,44895.07,45099.99,815.65968,2024-01-02 02:15:00
1704162600000,45099.99,45350.0,45073.9,45294.75,962.04592,2024-01-02 02:30:00
1704163500000,45294.75,45381.42,45166.35,45378.96,674.61561,2024-01-02 02:45:00
1704164400000,45378.96,45469.43,45131.1,45250.45,742.39427,2024-01-02 03:00:00
1704165300000,45250.45,45365.59,45192.37,45316.71,610.3825,2024-01-02 03:15:00
1704166200000,45316.7,45500.0,45312.1,45418.03,613.83261,2024-01-02 03:30:00
1704167100000,45418.03,45456.86,45336.65,45402.38,726.51143,2024-01-02 03:45:00
1704168000000,45402.38,45468.99,45240.38,45390.0,766.28725,2024-01-02 04:00:00
1704168900000,45389.99,45400.0,45278.96,45362.27,410.71835,2024-01-02 04:15:00
1704169800000,45362.27,45362.28,45176.67,45224.91,618.75186,2024-01-02 04:30:00
1704170700000,45224.9,45240.52,45170.0,45179.8,472.51826,2024-01-02 04:45:00
1704171600000,45179.8,45324.72,45121.96,45314.0,502.96296,2024-01-02 05:00:00
1704172500000,45314.01,45324.72,45231.1,45261.08,447.55841,2024-01-02 05:15:00
1704173400000,45261.08,45291.59,45221.79,45249.21,272.09113,2024-01-02 05:30:00
1704174300000,45249.21,45318.44,45133.17,45179.48,394.6717,2024-01-02 05:45:00
1704175200000,45179.48,45240.03,45130.0,45240.02,351.09122,2024-01-02 06:00:00
1704176100000,45240.03,45283.44,45195.99,45250.2,245.4741,2024-01-02 06:15:00
1704177000000,45250.2,45300.0,45204.27,45295.0,295.08158,2024-01-02 06:30:00
1704177900000,45295.0,45308.15,45168.74,45168.75,498.69142,2024-01-02 06:45:00
1704178800000,45168.75,45397.25,45168.74,45339.3,564.10005,2024-01-02 07:00:00
1704179700000,45339.3,45643.75,45295.65,45461.1,1025.654,2024-01-02 07:15:00
1704180600000,45461.1,45526.42,45278.9,45526.42,781.41297,2024-01-02 07:30:00
1704181500000,45526.41,45528.0,45434.11,45455.53,741.35776,2024-01-02 07:45:00
1704182400000,45455.52,45666.67,45326.6,45646.38,588.4528,2024-01-02 08:00:00
1704183300000,45646.37,45849.84,45595.84,45748.52,1258.94157,2024-01-02 08:15:00
1704184200000,45748.53,45852.93,45620.62,45667.67,742.45343,2024-01-02 08:30:00
1704185100000,45667.67,45799.54,45576.13,45759.3,733.36927,2024-01-02 08:45:00
1704186000000,45759.3,45879.63,45658.28,45691.1,613.22317,2024-01-02 09:00:00
1704186900000,45691.09,45857.13,45672.87,45831.12,500.52723,2024-01-02 09:15:00
1704187800000,45831.12,45831.12,45632.0,45660.88,424.49139,2024-01-02 09:30:00
1704188700000,45660.88,45790.21,45631.1,45673.48,558.22016,2024-01-02 09:45:00
1704189600000,45673.48,45711.1,45553.3,45692.54,516.04549,2024-01-02 10:00:00
1704190500000,45692.53,45710.22,45591.1,45647.92,440.98747,2024-01-02 10:15:00
1704191400000,45647.92,45654.1,45522.4,45581.16,438.80866,2024-01-02 10:30:00
1704192300000,45581.17,45586.94,45431.52,45584.99,673.38087,2024-01-02 10:45:00
1704193200000,45585.0,45698.67,45551.1,45560.0,464.8328,2024-01-02 11:00:00
1704194100000,45560.0,45580.0,45494.17,45496.57,364.13178,2024-01-02 11:15:00
1704195000000,45496.58,45548.16,45200.0,45245.99,975.59572,2024-01-02 11:30:00
1704195900000,45245.99,45434.0,45241.02,45433.99,733.93277,2024-01-02 11:45:00
1704196800000,45433.99,45489.0,45335.46,45375.34,405.33264,2024-01-02 12:00:00
1704197700000,45375.34,45469.52,45316.0,45450.0,379.06954,2024-01-02 12:15:00
1704198600000,45450.0,45589.68,45437.28,45455.31,664.83795,2024-01-02 12:30:00
1704199500000,45455.31,45484.32,45271.04,45301.99,678.87134,2024-01-02 12:45:00
1704200400000,45302.0,45481.1,45264.39,45472.8,359.97435,2024-01-02 13:00:00
1704201300000,45472.8,45560.0,45334.01,45525.12,801.09701,2024-01-02 13:15:00
1704202200000,45525.11,45701.96,45518.66,45662.48,567.58876,2024-01-02 13:30:00
1704203100000,45662.48,45705.8,45577.84,45637.93,525.10856,2024-01-02 13:45:00
1704204000000,45637.92,45800.0,45625.0,45768.77,763.97807,2024-01-02 14:00:00
1704204900000,45768.78,45800.0,45554.35,45638.03,620.56646,2024-01-02 14:15:00
1704205800000,45638.04,45675.0,45333.33,45524.5,911.21035,2024-01-02 14:30:00
1704206700000,45524.5,45524.5,44970.0,45258.73,2257.45755,2024-01-02 14:45:00
1704207600000,45258.73,45349.98,45073.89,45100.66,1230.79934,2024-01-02 15:00:00
1704208500000,45100.66,45117.64,44833.33,45004.01,1690.5934,2024-01-02 15:15:00
1704209400000,45004.0,45298.01,44887.46,45284.59,826.46227,2024-01-02 15:30:00
1704210300000,45284.6,45300.0,45153.47,45184.82,553.18156,2024-01-02 15:45:00
1704211200000,45184.83,45274.24,45018.01,45081.09,638.28871,2024-01-02 16:00:00
1704212100000,45081.09,45189.65,44890.11,45189.19,1056.30351,2024-01-02 16:15:00
1704213000000,45189.18,45250.0,45072.96,45235.97,548.0289,2024-01-02 16:30:00
1704213900000,45235.96,45399.84,45182.25,45357.84,809.61671,2024-01-02 16:45:00
1704214800000,45357.84,45382.08,45214.14,45239.99,499.57629,2024-01-02 17:00:00
1704215700000,45240.0,45298.0,45151.05,45208.01,525.18623,2024-01-02 17:15:00
1704216600000,45208.0,45208.01,44950.48,45069.27,814.45426,2024-01-02 17:30:00
1704217500000,45069.28,45119.14,44955.07,44966.15,700.7863,2024-01-02 17:45:00
1704218400000,44966.16,45119.23,44955.07,45023.76,581.72062,2024-01-02 18:00:00
1704219300000,45023.75,45152.26,44944.0,45125.89,407.95589,2024-01-02 18:15:00
1704220200000,45125.89,45271.2,45072.63,45077.88,461.6179,2024-01-02 18:30:00
1704221100000,45077.88,45226.14,45057.14,45154.69,354.78289,2024-01-02 18:45:00
1704222000000,45154.7,45243.0,45108.72,45121.11,391.93333,2024-01-02 19:00:00
1704222900000,45121.1,45163.34,44790.96,44873.99,834.2873,2024-01-02 19:15:00
1704223800000,44873.99,45071.1,44810.89,44958.76,649.59555,2024-01-02 19:30:00
1704224700000,44958.76,45113.29,44887.15,45039.49,471.47006,2024-01-02 19:45:00
1704225600000,45039.49,45150.0,44949.1,45093.77,528.52623,2024-01-02 20:00:00
1704226500000,45093.77,45180.55,44929.92,44954.41,364.49339,2024-01-02 20:15:00
1704227400000,44954.4,44984.74,44799.92,44831.53,455.28493,2024-01-02 20:30:00
1704228300000,44831.53,44986.09,44742.96,44788.28,591.72034,2024-01-02 20:45:00
1704229200000,44788.27,44844.2,44600.0,44843.99,819.91972,2024-01-02 21:00:00
1704230100000,44844.0,44940.51,44801.1,44805.11,364.66041,2024-01-02 21:15:00
1704231000000,44805.12,45011.97,44777.0,44943.84,343.88369,2024-01-02 21:30:00
1704231900000,44943.85,45119.76,44921.1,45119.74,515.27801,2024-01-02 21:45:00
1704232800000,45119.74,45297.26,45070.0,45153.59,721.55517,2024-01-02 22:00:00
1704233700000,45153.6,45222.0,45042.0,45061.34,289.90979,2024-01-02 22:15:00
1704234600000,45061.34,45061.35,44920.0,44927.37,241.48526,2024-01-02 22:30:00
1704235500000,44927.37,45111.1,44840.01,44981.73,338.62469,2024-01-02 22:45:00
1704236400000,44981.72,45006.36,44928.0,44985.22,256.73287,2024-01-02 23:00:00
1704237300000,44985.22,45049.98,44958.85,44967.48,223.28956,2024-01-02 23:15:00
1704238200000,44967.47,44967.48,44802.01,44831.76,327.2845,2024-01-02 23:30:00
1704239100000,44831.75,44982.71,44807.09,44946.91,272.92026,2024-01-02 23:45:00
1704240000000,44946.91,45061.1,44936.79,45005.98,389.41398,2024-01-03 00:00:00
1704240900000,45005.98,45015.76,44862.11,44898.01,272.71943,2024-01-03 00:15:00
1704241800000,44898.01,45147.36,44875.01,45147.36,383.50134,2024-01-03 00:30:00
1704242700000,45147.35,45212.57,45045.0,45135.61,364.68429,2024-01-03 00:45:00
1704243600000,45135.61,45217.35,45106.56,45182.16,284.18244,2024-01-03 01:00:00
1704244500000,45182.16,45227.28,45150.0,45162.3,228.42126,2024-01-03 01:15:00
1704245400000,45162.31,45249.99,45102.72,45241.5,242.90041,2024-01-03 01:30:00
1704246300000,45241.49,45329.83,45209.41,45317.58,410.67684,2024-01-03 01:45:00
1704247200000,45317.58,45410.91,45274.48,45274.5,689.0726,2024-01-03 02:00:00
1704248100000,45274.51,45327.42,45211.73,45322.78,348.61491,2024-01-03 02:15:00
1704249000000,45322.77,45354.16,45251.77,45270.37,196.75688,2024-01-03 02:30:00
1704249900000,45270.37,45285.54,45223.12,45274.57,200.37192,2024-01-03 02:45:00
1704250800000,45274.57,45294.94,45196.45,45288.02,204.57499,2024-01-03 03:00:00
1704251700000,45288.02,45310.0,45225.85,45233.3,196.29457,2024-01-03 03:15:00
1704252600000,45233.3,45238.07,45151.91,45204.99,182.70618,2024-01-03 03:30:00
1704253500000,45204.99,45262.79,45188.15,45262.69,155.79392,2024-01-03 03:45:00
1704254400000,45262.7,45268.91,45187.22,45220.53,256.57084,2024-01-03 04:00:00
1704255300000,45220.54,45272.16,45206.88,45206.89,189.75968,2024-01-03 04:15:00
1704256200000,45206.89,45219.15,45115.59,45160.07,201.78055,2024-01-03 04:30:00
1704257100000,45160.07,45207.12,45146.84,45183.45,148.67493,2024-01-03 04:45:00
1704258000000,45183.45,45230.0,45118.91,45229.99,229.88324,2024-01-03 05:00:00
1704258900000,45230.0,45290.88,45224.44,45289.06,184.27217,2024-01-03 05:15:00
1704259800000,45289.06,45294.11,45227.78,45240.95,203.80002,2024-01-03 05:30:00
1704260700000,45240.95,45269.94,45167.57,45172.13,231.43289,2024-01-03 05:45:00
1704261600000,45172.12,45208.16,45160.0,45204.02,377.19594,2024-01-03 06:00:00
1704262500000,45204.01,45302.26,45204.01,45286.33,259.82676,2024-01-03 06:15:00
1704263400000,45286.32,45286.33,45218.31,45256.89,254.7362,2024-01-03 06:30:00
1704264300000,45256.9,45363.19,45256.89,45326.93,372.79674,2024-01-03 06:45:00
1704265200000,45326.92,45384.84,45280.29,45353.76,323.22341,2024-01-03 07:00:00
1704266100000,45353.77,45369.84,45297.67,45359.1,197.39235,2024-01-03 07:15:00
1704267000000,45359.11,45369.15,45133.33,45150.27,393.1147,2024-01-03 07:30:00
1704267900000,45150.27,45152.0,44940.93,45011.77,866.65475,2024-01-03 07:45:00
1704268800000,45011.77,45125.0,45001.1,45064.73,494.5245,2024-01-03 08:00:00
1704269700000,45064.73,45175.68,45064.72,45164.67,357.55142,2024-01-03 08:15:00
1704270600000,45164.66,45168.44,45025.17,45051.1,299.82183,2024-01-03 08:30:00
1704271500000,45051.1,45200.0,45041.73,45200.0,311.05432,2024-01-03 08:45:00
1704272400000,45200.0,45318.62,45185.39,45301.43,376.66976,2024-01-03 09:00:00
1704273300000,45301.44,45363.63,45218.48,45354.38,434.25444,2024-01-03 09:15:00
1704274200000,45354.37,45500.0,45292.59,45414.99,724.36616,2024-01-03 09:30:00
1704275100000,45415.0,45428.59,45325.0,45344.67,470.9976,2024-01-03 09:45:00
1704276000000,45344.66,45398.37,45300.78,45363.63,350.53847,2024-01-03 10:00:00
1704276900000,45363.62,45383.91,45224.01,45284.12,409.47784,2024-01-03 10:15:00
1704277800000,45284.12,45309.58,45054.78,45070.27,610.48675,2024-01-03 10:30:00
1704278700000,45070.28,45169.68,45045.95,45151.91,548.09306,2024-01-03 10:45:00
1704279600000,45151.91,45174.07,44699.96,44736.81,1407.17181,2024-01-03 11:00:00
1704280500000,44736.81,44862.29,44336.0,44358.36,1971.00522,2024-01-03 11:15:00
1704281400000,44358.35,44564.0,44278.74,44498.77,1347.38339,2024-01-03 11:30:00
1704282300000,44498.76,44511.46,43500.0,43702.88,3124.13121,2024-01-03 11:45:00
1704283200000,43702.89,43716.0,40750.0,41872.16,9072.8703,2024-01-03 12:00:00
1704284100000,41883.98,42517.52,41871.24,42316.43,5007.45891,2024-01-03 12:15:00
1704285000000,42316.43,42423.45,42048.0,42163.53,3276.52558,2024-01-03 12:30:00
1704285900000,42163.52,42794.77,42126.36,42789.38,2798.6148,2024-01-03 12:45:00
1704286800000,42789.39,42820.92,42502.0,42539.86,1571.02765,2024-01-03 13:00:00
1704287700000,42539.87,42694.0,42315.99,42468.28,1679.4159,2024-01-03 13:15:00
1704288600000,42468.28,42683.26,42404.01,42536.0,1181.08302,2024-01-03 13:30:00
1704289500000,42536.0,42571.1,42310.0,42529.4,1155.51903,2024-01-03 13:45:00
1704290400000,42529.4,42532.0,42259.14,42293.99,1013.40136,2024-01-03 14:00:00
1704291300000,42293.99,42385.46,42050.0,42101.72,1588.26118,2024-01-03 14:15:00
1704292200000,42101.71,42350.0,42064.56,42350.0,1144.83523,2024-01-03 14:30:00
1704293100000,42349.99,42352.94,42168.44,42179.99,819.79083,2024-01-03 14:45:00
1704294000000,42180.0,42472.71,42175.14,42415.91,1115.15232,2024-01-03 15:00:00
1704294900000,42415.9,42478.6,42295.71,42419.83,905.65296,2024-01-03 15:15:00
1704295800000,42419.82,42514.97,42346.0,42399.18,741.71879,2024-01-03 15:30:00
1704296700000,42399.17,43009.02,42345.18,43000.01,2412.82424,2024-01-03 15:45:00
1704297600000,43000.01,43567.92,42881.1,43272.88,3247.31504,2024-01-03 16:00:00
1704298500000,43272.89,43461.71,43137.39,43434.39,1152.75714,2024-01-03 16:15:00
1704299400000,43434.39,43434.4,42787.84,42950.81,1709.86218,2024-01-03 16:30:00
1704300300000,42950.81,43080.0,42773.34,42992.67,863.88173,2024-01-03 16:45:00
1704301200000,42992.68,43034.59,42816.35,42917.62,673.87596,2024-01-03 17:00:00
1704302100000,42917.62,42917.62,42600.0,42785.6,1015.45562,2024-01-03 17:15:00
1704303000000,42785.6,42916.66,42741.1,42769.59,541.0026,2024-01-03 17:30:00
1704303900000,42769.59,42919.84,42637.04,42906.0,714.84223,2024-01-03 17:45:00
1704304800000,42906.0,43050.0,42831.1,42878.0,630.11987,2024-01-03 18:00:00
1704305700000,42877.99,43014.41,42732.74,42749.12,549.03983,2024-01-03 18:15:00
1704306600000,42749.13,42797.27,42500.0,42697.34,658.31772,2024-01-03 18:30:00
1704307500000,42697.35,42734.86,42000.0,42255.72,1476.57254,2024-01-03 18:45:00
1704308400000,42255.72,42518.66,42161.1,42450.01,1278.69135,2024-01-03 19:00:00
1704309300000,42450.0,42673.55,42438.0,42673.55,874.11027,2024-01-03 19:15:00
1704310200000,42673.55,43011.1,42631.1,42687.5,991.18036,2024-01-03 19:30:00
1704311100000,42687.49,42718.51,42550.0,42596.67,518.31748,2024-01-03 19:45:00
1704312000000,42596.66,42685.11,42518.7,42606.23,501.9799,2024-01-03 20:00:00
1704312900000,42606.24,42771.09,42603.21,42720.0,507.76312,2024-01-03 20:15:00
1704313800000,42719.99,42846.17,42643.07,42670.05,510.02398,2024-01-03 20:30:00
1704314700000,42670.04,42776.0,42661.9,42721.02,411.77287,2024-01-03 20:45:00
1704315600000,42721.02,42778.0,42581.1,42630.01,346.08147,2024-01-03 21:00:00
1704316500000,42630.01,42900.11,42627.47,42816.0,620.89535,2024-01-03 21:15:00
1704317400000,42815.99,42870.0,42757.78,42862.86,335.34259,2024-01-03 21:30:00
1704318300000,42862.85,42966.27,42850.0,42917.62,390.21114,2024-01-03 21:45:00
1704319200000,42917.61,42941.1,42830.27,42922.08,395.41272,2024-01-03 22:00:00
1704320100000,42922.09,42939.24,42654.65,42688.81,561.24354,2024-01-03 22:15:00
1704321000000,42688.81,42751.09,42647.73,42653.32,262.37001,2024-01-03 22:30:00
1704321900000,42653.33,42758.86,42596.24,42749.68,166.85964,2024-01-03 22:45:00
1704322800000,42749.69,42772.27,42591.09,42631.96,383.79092,2024-01-03 23:00:00
1704323700000,42631.96,42781.1,42614.59,42766.43,292.93727,2024-01-03 23:15:00
1704324600000,42766.44,42768.58,42697.71,42706.0,224.99786,2024-01-03 23:30:00
1704325500000,42706.0,42845.23,42695.19,42845.23,224.04642,2024-01-03 23:45:00
1704326400000,42845.23,42946.84,42754.0,42936.42,772.14383,2024-01-04 00:00:00
1704327300000,42936.42,42983.77,42800.0,42890.36,421.99868,2024-01-04 00:15:00
1704328200000,42890.35,42943.24,42848.35,42856.0,236.61327,2024-01-04 00:30:00
1704329100000,42855.99,42886.0,42816.07,42874.01,189.08669,2024-01-04 00:45:00
1704330000000,42874.0,42936.79,42816.1,42891.7,284.38417,2024-01-04 01:00:00
1704330900000,42891.7,42891.7,42613.77,42712.0,511.53803,2024-01-04 01:15:00
1704331800000,42712.0,42764.78,42633.64,42664.01,305.52718,2024-01-04 01:30:00
1704332700000,42664.01,42753.55,42644.01,42708.01,236.51589,2024-01-04 01:45:00
1704333600000,42708.01,42894.34,42690.02,42894.33,266.72728,2024-01-04 02:00:00
1704334500000,42894.34,42958.94,42861.46,42884.01,349.87255,2024-01-04 02:15:00
1704335400000,42884.0,42945.99,42863.35,42944.57,177.4946,2024-01-04 02:30:00
1704336300000,42944.56,43219.36,42944.56,43138.49,462.07827,2024-01-04 02:45:00
1704337200000,43138.5,43211.1,43072.58,43155.24,354.3958,2024-01-04 03:00:00
1704338100000,43155.23,43220.56,43018.34,43040.35,426.57593,2024-01-04 03:15:00
1704339000000,43040.36,43065.96,43002.15,43028.2,222.65838,2024-01-04 03:30:00
1704339900000,43028.19,43147.72,43028.19,43102.8,270.528,2024-01-04 03:45:00
1704340800000,43102.79,43114.17,42955.5,43033.1,503.88473,2024-01-04 04:00:00
1704341700000,43033.1,43136.0,43027.36,43128.0,220.90171,2024-01-04 04:15:00
1704342600000,43128.0,43145.16,43067.89,43097.91,156.74956,2024-01-04 04:30:00
1704343500000,43097.92,43200.0,43097.91,43149.99,198.47792,2024-01-04 04:45:00
1704344400000,43149.99,43190.0,43100.88,43164.0,198.34916,2024-01-04 05:00:00
1704345300000,43164.01,43200.0,43074.88,43088.04,215.71933,2024-01-04 05:15:00
1704346200000,43088.04,43273.08,43072.7,43234.84,334.57008,2024-01-04 05:30:00
1704347100000,43234.84,43244.34,43126.18,43183.74,222.66389,2024-01-04 05:45:00
1704348000000,43183.74,43232.95,43103.78,43111.8,283.20588,2024-01-04 06:00:00
1704348900000,43111.8,43160.0,43086.59,43131.99,264.82444,2024-01-04 06:15:00
1704349800000,43131.99,43217.39,43101.1,43201.53,253.64463,2024-01-04 06:30:00
1704350700000,43201.54,43207.1,43134.67,43155.46,188.31174,2024-01-04 06:45:00
